Name,Console,Year_of_Release,ESRB_rating,Publisher,Global_players,Genre,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Country_Sales,Sequel,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,RealTime,TurnBased,VisualNovel,FirstPerson,SideScrolling,TopDown,ThirdPerson
Robin Hood: Defender of the Crown,XB,2003,T,Capcom,0.03,Strategy,57.0,8.2,0.02,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RoboCop,XB,2003,M,Titus,0.02,Shooter,30.0,3.6,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robocalypse,DS,2008,E10+,Tecmo Koei,0.07,Strategy,78.0,8.6,0.07,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robopon 2: Ring Version,GBA,2001,E,Hudson Entertainment,0.02,Role-Playing,68.0,8.7,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robot Alchemic Drive,PS2,2002,T,Enix Corporation,0.07,Action,79.0,8.2,0.03,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotech: Battlecry,GC,2002,T,TDK Mediactive,0.16,Shooter,74.0,8.4,0.13,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotech: Battlecry,PS2,2002,T,TDK Mediactive,0.61,Shooter,72.0,8.5,0.3,0.23,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotech: Invasion,PS2,2004,T,Global Star,0.11,Shooter,57.0,3.8,0.05,0.04,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotech: Invasion,XB,2004,T,Global Star,0.05,Shooter,59.0,7.2,0.04,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robotech: The Macross Saga,GBA,2002,E,TDK Mediactive,0.21,Shooter,61.0,6.5,0.15,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robots,DS,2005,E,Vivendi Games,0.14,Action,60.5,6.7,0.12,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robots,GC,2005,E,Vivendi Games,0.16,Action,56.0,7.3,0.12,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robots,PS2,2005,E,Vivendi Games,0.36,Action,53.0,6.0,0.18,0.14,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robots,XB,2005,E,Vivendi Games,0.09,Action,60.0,6.4,0.07,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock 'N Roll Racing,GBA,2003,E,Activision,0.05,Racing,80.0,9.4,0.03,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 2,PS2,2008,T,MTV Games,0.59,Misc,80.6,8.0,0.29,0.23,0.0,0.08,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock Band 2,PS3,2008,T,MTV Games,1.49,Misc,91.0,7.9,1.13,0.2,0.0,0.16,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock Band 2,Wii,2008,T,MTV Games,1.02,Misc,92.0,7.7,0.93,0.01,0.0,0.08,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock Band 2,X360,2008,T,Electronic Arts,2.2,Misc,92.0,8.3,1.78,0.24,0.0,0.18,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rock Band 3,DS,2010,E10+,MTV Games,0.09,Misc,79.0,5.5,0.07,0.01,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 3,PS3,2010,T,MTV Games,0.57,Misc,91.0,8.0,0.43,0.08,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 3,Wii,2010,T,MTV Games,0.63,Misc,91.0,6.9,0.53,0.06,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 3,X360,2010,T,MTV Games,0.88,Misc,93.0,8.2,0.73,0.09,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 4,PS4,2015,T,Harmonix Music Systems,0.38,Misc,78.0,6.3,0.26,0.05,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band 4,XOne,2015,T,Harmonix Music Systems,0.47,Misc,79.0,6.4,0.38,0.04,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack,PS2,2009,E10+,MTV Games,0.32,Misc,80.6,8.3,0.16,0.12,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack,PS3,2009,E10+,MTV Games,0.19,Misc,80.6,8.4,0.18,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack,Wii,2009,E10+,MTV Games,0.44,Misc,80.6,7.4,0.41,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack,X360,2009,E10+,MTV Games,0.23,Misc,66.0,7.2,0.22,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack 2,PS3,2011,E10+,MTV Games,0.07,Misc,80.6,9.0,0.07,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack 2,Wii,2011,E10+,MTV Games,0.09,Misc,80.6,7.2,0.08,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Country Track Pack 2,X360,2011,E10+,MTV Games,0.05,Misc,80.6,7.1,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack Volume 1,PS2,2008,T,MTV Games,0.13,Misc,80.6,6.3,0.06,0.05,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack Volume 2,PS2,2008,T,MTV Games,0.12,Misc,80.6,5.8,0.06,0.05,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack Volume 2,PS3,2008,T,MTV Games,0.13,Misc,80.6,8.4,0.11,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack Volume 2,X360,2008,T,MTV Games,0.19,Misc,80.6,7.3,0.17,0.01,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack: Classic Rock,PS2,2009,T,MTV Games,0.2,Misc,80.6,8.2,0.1,0.08,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack: Classic Rock,PS3,2009,T,MTV Games,0.11,Misc,80.6,8.0,0.1,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack: Classic Rock,Wii,2009,T,MTV Games,0.22,Misc,80.6,6.3,0.21,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Track Pack: Classic Rock,X360,2009,T,MTV Games,0.07,Misc,70.0,8.0,0.07,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band Unplugged,PSP,2009,T,MTV Games,0.48,Misc,79.0,8.6,0.24,0.14,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band: Metal Track Pack,PS2,2009,T,MTV Games,0.11,Misc,80.6,3.8,0.05,0.04,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band: Metal Track Pack,PS3,2009,T,MTV Games,0.12,Misc,80.6,5.0,0.11,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band: Metal Track Pack,Wii,2009,T,MTV Games,0.11,Misc,80.6,3.5,0.1,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Band: Metal Track Pack,X360,2009,T,MTV Games,0.15,Misc,80.6,7.3,0.14,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Revolution,DS,2008,E10+,Konami Digital Entertainment,0.1,Misc,69.4,6.8,0.1,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock Revolution,X360,2008,T,Konami Digital Entertainment,0.27,Misc,38.0,5.1,0.25,0.0,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock of the Dead,PS3,2010,T,Conspiracy Entertainment,0.05,Shooter,45.0,7.9,0.04,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rock of the Dead,X360,2010,T,Conspiracy Entertainment,0.05,Shooter,48.0,4.8,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocket League,PC,2016,E,505 Games,0.06,Sports,86.0,8.2,0.01,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocket League,PS4,2016,E,505 Games,0.37,Sports,85.0,8.7,0.03,0.28,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocket League,XOne,2016,E,505 Games,0.24,Sports,87.0,8.3,0.05,0.17,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocket Power: Beach Bandits,GC,2002,E,THQ,0.23,Platform,53.0,7.1,0.18,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocket Power: Beach Bandits,PS2,2002,E,THQ,0.82,Platform,64.7,6.6,0.4,0.31,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocksmith,PS3,2011,T,Ubisoft,1.12,Misc,80.0,8.3,0.53,0.36,0.09,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocksmith,X360,2011,T,Ubisoft,1.12,Misc,77.0,8.2,0.84,0.19,0.01,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocksmith 2014 Edition Remastered,PS4,2016,T,Ubisoft,0.02,Misc,67.5,7.8,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rockstar Games presents Table Tennis,Wii,2007,E,Take-Two Interactive,1.26,Sports,68.0,5.8,0.39,0.72,0.0,0.15,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rockstar Games presents Table Tennis,X360,2006,E,Take-Two Interactive,0.75,Sports,81.0,7.8,0.28,0.38,0.0,0.08,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rocky,GC,2002,T,Rage Software,0.09,Fighting,74.0,7.3,0.07,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky,PS2,2002,T,Rage Software,0.86,Fighting,74.0,8.4,0.42,0.33,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky,XB,2002,T,Rage Software,0.15,Fighting,74.0,7.3,0.11,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky Balboa,PSP,2007,T,Ubisoft,0.1,Sports,58.0,6.6,0.01,0.09,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky: Legends,PS2,2004,T,Ubisoft,0.27,Action,65.0,8.6,0.13,0.1,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky: Legends,XB,2004,T,Ubisoft,0.1,Action,67.0,5.2,0.07,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodea the Sky Soldier,3DS,2015,E10+,Nippon Ichi Software,0.04,Action,45.0,5.6,0.03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodea the Sky Soldier,WiiU,2015,E10+,Nippon Ichi Software,0.12,Action,45.0,6.5,0.08,0.02,0.01,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Galaxy,PS2,2005,T,Sony Computer Entertainment,0.84,Role-Playing,83.0,8.4,0.24,0.16,0.39,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Ops,GC,2003,M,Kemco,0.05,Action,65.0,5.1,0.04,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Ops,PS2,2003,M,Kemco,0.23,Action,61.0,9.2,0.11,0.09,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Ops,XB,2003,M,Kemco,0.13,Action,63.0,8.7,0.1,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Trooper,PS2,2006,T,Eidos Interactive,0.04,Shooter,71.0,8.2,0.02,0.02,0.0,0.01,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rogue Trooper,XB,2006,T,Eidos Interactive,0.02,Shooter,71.0,8.5,0.01,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rogue Trooper: Quartz Zone Massacre,Wii,2009,T,Reef Entertainment,0.07,Shooter,70.0,8.2,0.06,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rogue Warrior,PS3,2009,M,Bethesda Softworks,0.13,Shooter,27.0,2.8,0.11,0.01,0.0,0.01,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Rogue Warrior,X360,2009,M,Bethesda Softworks,0.11,Shooter,28.0,2.8,0.09,0.01,0.0,0.01,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Rollcage Stage II,PS,2000,E,Sony Computer Entertainment,0.09,Racing,85.0,8.9,0.05,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon,XB,2003,E,Atari,0.13,Strategy,62.0,8.3,0.1,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon 2,PC,2002,E,Atari,1.25,Strategy,74.0,8.5,1.19,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,E,Atari,0.03,Strategy,70.2,3.2,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon 3,PC,2004,E,Atari,0.27,Strategy,81.0,5.0,0.01,0.22,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon World,PC,2016,E,Atari,0.02,Simulation,43.0,2.4,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RollerCoaster Tycoon: Gold Edition,PC,2002,E,Infogrames,0.02,Strategy,62.0,6.8,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rollin' Rascals,DS,2009,E,Rising Star Games,0.04,Puzzle,62.5,2.8,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolling Stone: Drum King,Wii,2009,T,505 Games,0.1,Misc,32.0,1.8,0.09,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romance of the Three Kingdoms IX,PS2,2003,E,Tecmo Koei,0.07,Strategy,74.0,8.9,0.03,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romance of the Three Kingdoms VII,PS2,2000,E,Tecmo Koei,0.32,Strategy,72.0,8.7,0.08,0.06,0.16,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romance of the Three Kingdoms VIII,PS2,2002,E,Tecmo Koei,0.3,Strategy,77.0,8.9,0.05,0.04,0.19,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romance of the Three Kingdoms X,PS2,2005,T,Tecmo Koei,0.09,Strategy,71.0,8.5,0.04,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romance of the Three Kingdoms XI,PS2,2007,E10+,Tecmo Koei,0.07,Strategy,69.0,8.4,0.0,0.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romancing SaGa,PS2,2005,E10+,Square Enix,0.58,Role-Playing,58.0,8.0,0.06,0.04,0.47,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome: Total War,PC,2004,T,Activision,0.1,Strategy,92.0,9.1,0.0,0.09,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome: Total War - Gold Edition,PC,2006,T,Sega,0.03,Strategy,70.9,8.6,0.0,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roogoo Attack!,DS,2009,E,SouthPeak Games,0.07,Puzzle,68.0,6.2,0.07,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rooms: The Main Building,DS,2010,E,Nintendo,0.5,Adventure,56.0,6.4,0.1,0.34,0.01,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rooms: The Main Building,Wii,2010,E,Hudson Soft,0.06,Adventure,60.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Root Letter,PSV,2016,M,PQube,0.05,Adventure,78.0,7.8,0.0,0.03,0.01,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory McIlroy PGA Tour,PS4,2015,E,Electronic Arts,0.52,Action,61.0,3.7,0.18,0.25,0.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rory McIlroy PGA Tour,XOne,2015,E,Electronic Arts,0.27,Action,60.0,4.3,0.16,0.09,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubik's World,DS,2008,E,Game Factory,0.12,Puzzle,66.0,7.8,0.1,0.01,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubik's World,Wii,2008,E,Game Factory,0.14,Puzzle,64.0,3.0,0.12,0.01,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,E10+,Natsume,0.02,Platform,57.0,7.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 06,PS2,2006,E,Electronic Arts,0.05,Sports,70.0,7.8,0.02,0.02,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 08,PS2,2007,E,Electronic Arts,0.04,Sports,74.0,7.4,0.02,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 15,PS3,2015,E,Bigben Interactive,0.09,Sports,19.5,6.4,0.03,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 15,PS4,2015,E,Bigben Interactive,0.11,Sports,19.0,3.4,0.04,0.06,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 15,PSV,2015,E,Bigben Interactive,0.03,Sports,19.5,7.5,0.0,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 15,XOne,2015,E,Bigben Interactive,0.09,Sports,20.0,3.1,0.03,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 2004,PS2,2003,E,Electronic Arts,0.22,Sports,61.0,6.8,0.11,0.08,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 2005,PS2,2005,E,Electronic Arts,0.09,Sports,71.0,8.6,0.04,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rugby 2005,XB,2005,E,Electronic Arts,0.05,Sports,75.0,7.7,0.04,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
