Name,Console,Year_of_Release,ESRB_rating,Publisher,Global_players,Genre,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Country_Sales,Sequel,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,RealTime,TurnBased,VisualNovel,FirstPerson,SideScrolling,TopDown,ThirdPerson
Ducati Moto,DS,2008,E,Vir2L Studios,0.03,Racing,69.0,5.3,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ducati World Racing Challenge,PS,2001,E,Acclaim Entertainment,0.03,Racing,68.0,7.8,0.02,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DuckTales: Remastered,PC,2013,E,Capcom,0.02,Action,66.0,7.6,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DuckTales: Remastered,PS3,2013,E,Capcom,0.05,Action,75.0,7.4,0.01,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DuckTales: Remastered,WiiU,2013,E,Capcom,0.06,Action,76.0,7.9,0.06,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duel Masters,PS2,2004,E,Atari,0.27,Strategy,66.0,8.3,0.13,0.1,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duel Masters: Kaijudo Showdown,GBA,2004,E,Atari,0.22,Misc,66.0,7.9,0.16,0.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duel Masters: Sempai Legends,GBA,2003,E,Atari,0.29,Misc,69.0,8.0,0.21,0.08,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duel Masters: Shadow of the Code,GBA,2004,E,Atari,0.01,Misc,57.5,7.6,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016,M,Gearbox Software,0.03,Shooter,77.0,6.9,0.03,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem 3D: 20th Anniversary World Tour,XOne,2016,M,Gearbox Software,0.03,Shooter,70.0,6.4,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem Forever,PC,2011,M,Take-Two Interactive,0.41,Shooter,54.0,5.7,0.18,0.17,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem Forever,PS3,2011,M,Take-Two Interactive,0.76,Shooter,51.0,4.9,0.33,0.31,0.0,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem Forever,X360,2011,M,Take-Two Interactive,0.83,Shooter,49.0,4.4,0.52,0.25,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duke Nukem: Land of the Babes,PS,2000,M,Atari,0.08,Shooter,37.0,6.8,0.04,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Defenders,PC,2011,E10+,Unknown,0.02,Role-Playing,81.0,7.3,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Explorer: Warriors of Ancient Arts,DS,2007,E10+,Rising Star Games,0.06,Role-Playing,60.0,8.2,0.05,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,T,Rising Star Games,0.01,Role-Playing,56.0,5.5,0.01,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Dungeon Hunter Alliance,PSV,2012,T,Ubisoft,0.2,Action,49.0,6.4,0.07,0.09,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Keeper 2,PC,1999,M,Electronic Arts,0.05,Action,65.1,8.8,0.0,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Maker II: The Hidden War,PSP,2007,E10+,Global A Entertainment,0.07,Role-Playing,70.0,5.0,0.06,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Maker: Hunting Ground,PSP,2006,E10+,Global A Entertainment,0.03,Role-Playing,70.0,6.4,0.03,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dungeon Raiders,DS,2009,E10+,Focus Home Interactive,0.04,Role-Playing,62.1,6.8,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Siege II,PC,2005,M,Microsoft Game Studios,0.03,Role-Playing,80.0,7.9,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Siege III,PC,2011,T,Square Enix,0.17,Role-Playing,72.0,4.7,0.08,0.08,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Siege III,PS3,2011,T,Square Enix,0.39,Role-Playing,71.0,6.3,0.17,0.13,0.03,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Siege III,X360,2011,T,Square Enix,0.37,Role-Playing,72.0,5.9,0.21,0.12,0.01,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeon Siege: Throne of Agony,PSP,2006,T,Take-Two Interactive,0.16,Role-Playing,74.0,8.1,0.13,0.02,0.0,0.02,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeons,PC,2011,M,Kalypso Media,0.09,Strategy,65.0,4.6,0.07,0.02,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeons - The Dark Lord,PC,2011,M,Kalypso Media,0.02,Strategy,72.0,5.6,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dungeons 2,PS4,2016,T,Kalypso Media,0.01,Role-Playing,61.0,7.9,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dying Light,PC,2015,M,Warner Bros. Interactive Entertainment,0.2,Action,75.0,7.9,0.12,0.06,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dying Light,PS4,2015,M,Warner Bros. Interactive Entertainment,2.09,Action,74.0,7.9,0.96,0.67,0.12,0.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dying Light,XOne,2015,M,Warner Bros. Interactive Entertainment,1.29,Action,74.0,7.8,0.86,0.3,0.01,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Tactics,PS2,2002,T,Tecmo Koei,0.29,Strategy,79.0,8.1,0.06,0.05,0.16,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Tactics 2,PS2,2003,T,Tecmo Koei,0.11,Strategy,78.0,9.1,0.05,0.04,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors,PSP,2004,T,Tecmo Koei,0.51,Action,62.0,7.3,0.18,0.0,0.3,0.02,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dynasty Warriors 2,PS2,2000,T,THQ,0.83,Action,75.0,8.8,0.24,0.19,0.34,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 3,PS2,2001,T,THQ,1.87,Action,78.0,9.1,0.53,0.16,1.07,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 3,XB,2002,T,THQ,0.08,Action,70.0,8.9,0.06,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 3: Xtreme Legends,PS2,2002,T,Tecmo Koei,1.0,Action,72.0,9.3,0.13,0.1,0.74,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 4,PS2,2003,T,Tecmo Koei,2.11,Action,78.0,9.3,0.63,0.21,1.13,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 4,XB,2003,T,Tecmo Koei,0.16,Action,75.0,8.8,0.12,0.03,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 4 Empires,PS2,2004,T,Tecmo Koei,0.32,Action,71.0,8.8,0.0,0.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 4: Xtreme Legends,PS2,2003,T,Tecmo Koei,0.86,Action,72.0,9.1,0.17,0.13,0.51,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 5,PS2,2005,T,Tecmo Koei,1.39,Action,69.0,8.8,0.24,0.18,0.91,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 5,XB,2005,T,Tecmo Koei,0.05,Action,66.0,8.0,0.04,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 5 Empires,PS2,2006,T,Tecmo Koei,0.34,Action,62.0,9.1,0.11,0.09,0.12,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 5 Empires,X360,2006,T,Tecmo Koei,0.13,Action,61.0,8.2,0.11,0.01,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 5: Xtreme Legends,PS2,2005,T,Tecmo Koei,0.57,Action,57.0,9.1,0.11,0.08,0.35,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 6,PS2,2008,T,Tecmo Koei,0.25,Action,43.0,5.4,0.12,0.09,0.0,0.03,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dynasty Warriors 6,PS3,2007,T,Tecmo Koei,0.71,Action,59.0,7.3,0.18,0.07,0.41,0.04,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dynasty Warriors 6,X360,2007,T,Tecmo Koei,0.3,Action,60.0,7.4,0.15,0.06,0.06,0.02,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dynasty Warriors 6 Empires,PS3,2009,T,Tecmo Koei,0.34,Action,62.0,7.0,0.14,0.03,0.15,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 6 Empires,X360,2009,T,Tecmo Koei,0.24,Action,59.0,7.3,0.16,0.01,0.04,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 7,PS3,2011,T,Tecmo Koei,0.91,Action,57.0,7.4,0.25,0.13,0.46,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 7,X360,2011,T,Tecmo Koei,0.24,Action,58.0,8.0,0.16,0.06,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 7: Empires,PS3,2012,T,Ubisoft Annecy,0.14,Action,63.0,8.0,0.0,0.0,0.14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 7: Xtreme Legends,PS3,2011,T,Tecmo Koei,0.26,Action,64.0,7.8,0.04,0.04,0.16,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8,PS3,2013,T,Tecmo Koei,0.6,Action,68.0,8.5,0.12,0.1,0.34,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8,X360,2013,T,Tecmo Koei,0.15,Action,65.0,7.5,0.09,0.05,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8: Empires,PS3,2014,T,Tecmo Koei,0.09,Action,63.0,7.0,0.0,0.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8: Empires,PS4,2014,T,Tecmo Koei,0.19,Action,63.0,7.5,0.06,0.07,0.03,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8: Empires,PSV,2015,T,Tecmo Koei,0.02,Action,70.0,7.4,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8: Empires,XOne,2014,T,Tecmo Koei,0.07,Action,58.0,6.8,0.04,0.02,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors 8: Xtreme Legends,PS3,2013,T,Tecmo Koei,0.16,Action,68.0,6.8,0.02,0.02,0.11,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors Advance,GBA,2005,E,Nintendo,0.11,Action,56.0,7.0,0.08,0.03,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors DS: Fighter's Battle,DS,2007,E10+,Tecmo Koei,0.07,Action,56.0,7.3,0.04,0.0,0.03,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Dynasty Warriors Gundam,PS3,2007,T,Tecmo Koei,0.47,Action,60.0,6.9,0.14,0.01,0.31,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors Gundam,X360,2007,T,Namco Bandai Games,0.19,Action,55.0,6.8,0.15,0.01,0.02,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors Next,PSV,2011,T,Tecmo Koei,0.24,Action,67.0,7.5,0.05,0.06,0.11,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors Vol. 2,PSP,2006,T,Tecmo Koei,0.05,Action,57.0,8.1,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam 2,PS2,2008,T,Namco Bandai Games,0.34,Action,52.0,6.5,0.04,0.03,0.25,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam 2,PS3,2008,T,Namco Bandai Games,0.49,Action,54.0,7.0,0.09,0.06,0.32,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam 2,X360,2008,T,Namco Bandai Games,0.19,Action,49.0,7.0,0.07,0.03,0.08,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam 3,PS3,2010,T,Tecmo Koei,0.54,Action,58.0,7.5,0.11,0.04,0.36,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam 3,X360,2010,T,Tecmo Koei,0.18,Action,65.0,7.8,0.11,0.03,0.02,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Gundam Reborn,PS3,2013,T,Tecmo Koei,0.23,Action,64.0,7.5,0.0,0.0,0.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dynasty Warriors: Strikeforce,PS3,2009,T,Tecmo Koei,0.29,Action,64.0,7.3,0.11,0.07,0.07,0.03,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Dynasty Warriors: Strikeforce,PSP,2009,T,Ubisoft Annecy,0.45,Action,65.0,6.8,0.03,0.02,0.38,0.02,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Dynasty Warriors: Strikeforce,X360,2009,T,Tecmo Koei,0.23,Action,59.0,5.7,0.13,0.06,0.02,0.02,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
E.T. The Extra-Terrestrial,GBA,2001,E,NewKidCo,0.01,Action,46.0,2.4,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Playground,DS,2007,E,Electronic Arts,0.33,Sports,60.0,7.6,0.29,0.01,0.0,0.03,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EA Playground,Wii,2007,E,Electronic Arts,1.29,Sports,66.0,7.6,0.68,0.47,0.0,0.13,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EA Replay,PSP,2006,T,Electronic Arts,0.11,Action,56.0,3.3,0.1,0.0,0.0,0.01,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
EA Sports Active,Wii,2009,E,Electronic Arts,3.9,Sports,81.0,8.7,2.09,1.35,0.06,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports Active 2,PS3,2010,E,Electronic Arts,0.91,Sports,78.0,5.4,0.52,0.27,0.0,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports Active 2,Wii,2010,E,Electronic Arts,1.26,Sports,79.0,8.1,0.76,0.39,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports Active 2,X360,2010,E,Electronic Arts,0.39,Sports,68.0,5.4,0.18,0.16,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports Active NFL Training Camp,Wii,2010,E,Electronic Arts,0.79,Sports,77.6,5.3,0.75,0.0,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports Active: More Workouts,Wii,2009,E,Electronic Arts,1.13,Sports,80.0,8.0,0.76,0.27,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports MMA,PS3,2010,T,Electronic Arts,0.37,Fighting,77.0,6.9,0.16,0.14,0.01,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports MMA,X360,2010,T,Electronic Arts,0.35,Fighting,79.0,7.0,0.23,0.09,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports UFC,PS4,2014,T,Electronic Arts,1.05,Sports,70.0,6.1,0.46,0.41,0.01,0.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports UFC,XOne,2014,T,Electronic Arts,0.47,Sports,70.0,6.3,0.3,0.12,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports UFC 2,PS4,2016,T,Electronic Arts,0.93,Sports,79.0,6.2,0.29,0.49,0.0,0.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EA Sports UFC 2,XOne,2016,T,Electronic Arts,0.41,Sports,76.0,6.0,0.24,0.14,0.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECW Anarchy Rulz,PS,1999,E,Acclaim Entertainment,0.11,Fighting,43.0,6.3,0.06,0.04,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESA Game Pack,PS3,2010,T,Sony Computer Entertainment,0.11,Misc,70.7,6.3,0.1,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN College Hoops,PS2,2003,E,Sega,0.16,Sports,83.0,8.5,0.08,0.06,0.0,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN College Hoops 2K5,PS2,2004,E,Sega,0.84,Sports,86.0,8.1,0.41,0.32,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN College Hoops 2K5,XB,2004,E,Sega,0.38,Sports,86.0,8.3,0.29,0.08,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN Final Round Golf 2002,GBA,2001,E,Konami Digital Entertainment,0.17,Sports,70.0,8.2,0.12,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN Great Outdoor Games Bass 2002,GBA,2001,E,Konami Digital Entertainment,0.05,Sports,57.0,6.8,0.03,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN International Winter Sports 2002,GC,2002,E,Konami Digital Entertainment,0.05,Sports,62.0,6.0,0.04,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN International Winter Sports 2002,PS2,2002,E,Konami Digital Entertainment,0.06,Sports,62.0,7.4,0.03,0.02,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN MLS ExtraTime 2002,GC,2002,E,Konami Digital Entertainment,0.02,Sports,68.0,3.6,0.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN MLS ExtraTime 2002,XB,2002,E,Konami Digital Entertainment,0.02,Sports,68.0,7.9,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESPN NBA 2K5,PS2,2004,E,Global Star,1.59,Sports,83.0,7.5,1.26,0.12,0.0,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
